Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","FoodMazaPos.Cashier.Loadproducts","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Loadproducts","[System.Data.ni.dll]",65,65,0.16,0.16,
"Callee","FoodMazaPos.Cashier.Loadproducts","[System.Windows.Forms.ni.dll]",250,245,0.60,0.59,
"Root","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click",319,0,0.76,0.00,
"Caller","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",319,0,0.76,0.00,
"Callee","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",281,73,0.67,0.17,
"Callee","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click","FoodMazaPos.SalesSummary..ctor",37,0,0.09,0.00,
"Root","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click",602,0,1.44,0.00,
"Caller","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",602,0,1.44,0.00,
"Callee","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click","[System.Windows.Forms.ni.dll]",585,77,1.40,0.18,
"Callee","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click","FoodMazaPos.InvoiceDetails..ctor",17,0,0.04,0.00,
"Root","FoodMazaPos.Cashier.Timercheckingstock","FoodMazaPos.Cashier.Timercheckingstock",457,1,1.09,0.00,
"Caller","FoodMazaPos.Cashier.Timercheckingstock","FoodMazaPos.Cashier.button1_Click",457,1,1.09,0.00,
"Callee","FoodMazaPos.Cashier.Timercheckingstock","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Timercheckingstock","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Cashier.Timercheckingstock","[System.Windows.Forms.ni.dll]",344,195,0.82,0.47,
"Callee","FoodMazaPos.Cashier.Timercheckingstock","FoodMazaPos.updatestocks..ctor",110,0,0.26,0.00,
"Root","FoodMazaPos.Cashier.TrailPeriod","FoodMazaPos.Cashier.TrailPeriod",1,0,0.00,0.00,
"Caller","FoodMazaPos.Cashier.TrailPeriod","FoodMazaPos.Cashier.Cashier_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.Cashier.TrailPeriod","[System.Data.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel..ctor","FoodMazaPos.ExportToExcel..ctor",84,0,0.20,0.00,
"Caller","FoodMazaPos.ExportToExcel..ctor","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click",84,0,0.20,0.00,
"Callee","FoodMazaPos.ExportToExcel..ctor","[clr.dll]",43,43,0.10,0.10,
"Callee","FoodMazaPos.ExportToExcel..ctor","[mscorlib.ni.dll]",30,30,0.07,0.07,
"Callee","FoodMazaPos.ExportToExcel..ctor","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel..ctor","FoodMazaPos.ExportToExcel.InitializeComponent",10,0,0.02,0.00,
"Root","FoodMazaPos.ExportToExcel.dgv_1","FoodMazaPos.ExportToExcel.dgv_1",3,0,0.01,0.00,
"Caller","FoodMazaPos.ExportToExcel.dgv_1","FoodMazaPos.ExportToExcel.ExportToExcel_Load",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.dgv_1","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.dgv_1","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.dgv_5","FoodMazaPos.ExportToExcel.dgv_5",1,0,0.00,0.00,
"Caller","FoodMazaPos.ExportToExcel.dgv_5","FoodMazaPos.ExportToExcel.ExportToExcel_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.dgv_5","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.Dispose","FoodMazaPos.ExportToExcel.Dispose",9,0,0.02,0.00,
"Caller","FoodMazaPos.ExportToExcel.Dispose","[System.Windows.Forms.ni.dll]",9,0,0.02,0.00,
"Callee","FoodMazaPos.ExportToExcel.Dispose","[System.Windows.Forms.ni.dll]",9,9,0.02,0.02,
"Root","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.ExportToExcel_Load",503,0,1.20,0.00,
"Caller","FoodMazaPos.ExportToExcel.ExportToExcel_Load","[System.Windows.Forms.ni.dll]",503,0,1.20,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","[clr.dll]",17,17,0.04,0.04,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","[System.Windows.Forms.ni.dll]",49,49,0.12,0.12,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.dgv_1",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.dgv_5",1,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView1",420,0,1.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView2",2,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView3",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView4",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView5",1,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView6",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.ExportToExcel_Load","FoodMazaPos.ExportToExcel.LoadGridView7",1,0,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.InitializeComponent","FoodMazaPos.ExportToExcel.InitializeComponent",10,0,0.02,0.00,
"Caller","FoodMazaPos.ExportToExcel.InitializeComponent","FoodMazaPos.ExportToExcel..ctor",10,0,0.02,0.00,
"Callee","FoodMazaPos.ExportToExcel.InitializeComponent","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.InitializeComponent","[System.Windows.Forms.ni.dll]",9,9,0.02,0.02,
"Root","FoodMazaPos.ExportToExcel.LoadGridView1","FoodMazaPos.ExportToExcel.LoadGridView1",420,0,1.00,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView1","FoodMazaPos.ExportToExcel.ExportToExcel_Load",420,0,1.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView1","[System.Data.ni.dll]",4,4,0.01,0.01,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView1","[System.Windows.Forms.ni.dll]",416,416,1.00,1.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView2","FoodMazaPos.ExportToExcel.LoadGridView2",2,0,0.00,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView2","FoodMazaPos.ExportToExcel.ExportToExcel_Load",2,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView2","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView2","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView3","FoodMazaPos.ExportToExcel.LoadGridView3",3,0,0.01,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView3","FoodMazaPos.ExportToExcel.ExportToExcel_Load",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView3","[System.Data.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView3","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView4","FoodMazaPos.ExportToExcel.LoadGridView4",3,0,0.01,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView4","FoodMazaPos.ExportToExcel.ExportToExcel_Load",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView4","[System.Data.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView4","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView5","FoodMazaPos.ExportToExcel.LoadGridView5",1,0,0.00,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView5","FoodMazaPos.ExportToExcel.ExportToExcel_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView5","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView6","FoodMazaPos.ExportToExcel.LoadGridView6",3,0,0.01,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView6","FoodMazaPos.ExportToExcel.ExportToExcel_Load",3,0,0.01,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView6","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView6","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.ExportToExcel.LoadGridView7","FoodMazaPos.ExportToExcel.LoadGridView7",1,0,0.00,0.00,
"Caller","FoodMazaPos.ExportToExcel.LoadGridView7","FoodMazaPos.ExportToExcel.ExportToExcel_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.ExportToExcel.LoadGridView7","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory..ctor","FoodMazaPos.Inventory..ctor",720,0,1.72,0.00,
"Caller","FoodMazaPos.Inventory..ctor","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click",720,0,1.72,0.00,
"Callee","FoodMazaPos.Inventory..ctor","[clr.dll]",234,234,0.56,0.56,
"Callee","FoodMazaPos.Inventory..ctor","[mscorlib.ni.dll]",186,186,0.44,0.44,
"Callee","FoodMazaPos.Inventory..ctor","[System.Windows.Forms.DataVisualization.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Inventory..ctor","[System.Windows.Forms.ni.dll]",19,19,0.05,0.05,
"Callee","FoodMazaPos.Inventory..ctor","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",17,0,0.04,0.00,
"Callee","FoodMazaPos.Inventory..ctor","FoodMazaPos.Inventory.InitializeComponent",156,0,0.37,0.00,
"Callee","FoodMazaPos.Inventory..ctor","FoodMazaPos.Inventory.InventoryHeaderInfo",107,0,0.26,0.00,
"Root","FoodMazaPos.Inventory.Dispose","FoodMazaPos.Inventory.Dispose",73,0,0.17,0.00,
"Caller","FoodMazaPos.Inventory.Dispose","[System.Windows.Forms.ni.dll]",73,0,0.17,0.00,
"Callee","FoodMazaPos.Inventory.Dispose","[System.Windows.Forms.ni.dll]",73,73,0.17,0.17,
"Root","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",17,0,0.04,0.00,
"Caller","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay","FoodMazaPos.Inventory..ctor",17,0,0.04,0.00,
"Callee","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay","[mscorlib.ni.dll]",8,8,0.02,0.02,
"Callee","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay","[System.Data.ni.dll]",6,6,0.01,0.01,
"Callee","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay","[System.Windows.Forms.ni.dll]",3,3,0.01,0.01,
"Root","FoodMazaPos.Inventory.FoucsTextBoxes","FoodMazaPos.Inventory.FoucsTextBoxes",1,0,0.00,0.00,
"Caller","FoodMazaPos.Inventory.FoucsTextBoxes","FoodMazaPos.Inventory.Inventory_Load",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.FoucsTextBoxes","[clr.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.InitializeComponent","FoodMazaPos.Inventory.InitializeComponent",156,0,0.37,0.00,
"Caller","FoodMazaPos.Inventory.InitializeComponent","FoodMazaPos.Inventory..ctor",156,0,0.37,0.00,
"Callee","FoodMazaPos.Inventory.InitializeComponent","[clr.dll]",4,4,0.01,0.01,
"Callee","FoodMazaPos.Inventory.InitializeComponent","[mscorlib.ni.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.Inventory.InitializeComponent","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Inventory.InitializeComponent","[System.Windows.Forms.DataVisualization.ni.dll]",49,49,0.12,0.12,
"Callee","FoodMazaPos.Inventory.InitializeComponent","[System.Windows.Forms.ni.dll]",99,99,0.24,0.24,
"Root","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.Inventory_Load",85,0,0.20,0.00,
"Caller","FoodMazaPos.Inventory.Inventory_Load","[System.Windows.Forms.ni.dll]",85,0,0.20,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","[clr.dll]",20,20,0.05,0.05,
"Callee","FoodMazaPos.Inventory.Inventory_Load","[System.Windows.Forms.DataVisualization.ni.dll]",29,29,0.07,0.07,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.FoucsTextBoxes",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadChart2",2,1,0.00,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadChart3",5,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadChart4",6,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadChart5",5,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadGridView2",3,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadGridView3",8,0,0.02,0.00,
"Callee","FoodMazaPos.Inventory.Inventory_Load","FoodMazaPos.Inventory.LoadGridView4",6,0,0.01,0.00,
"Root","FoodMazaPos.Inventory.InventoryHeaderInfo","FoodMazaPos.Inventory.InventoryHeaderInfo",107,0,0.26,0.00,
"Caller","FoodMazaPos.Inventory.InventoryHeaderInfo","FoodMazaPos.Inventory..ctor",107,0,0.26,0.00,
"Callee","FoodMazaPos.Inventory.InventoryHeaderInfo","[mscorlib.ni.dll]",4,4,0.01,0.01,
"Callee","FoodMazaPos.Inventory.InventoryHeaderInfo","[System.Data.ni.dll]",53,53,0.13,0.13,
"Callee","FoodMazaPos.Inventory.InventoryHeaderInfo","[System.Windows.Forms.ni.dll]",50,50,0.12,0.12,
"Root","FoodMazaPos.Inventory.label_Category_Click","FoodMazaPos.Inventory.label_Category_Click",210,0,0.50,0.00,
"Caller","FoodMazaPos.Inventory.label_Category_Click","[System.Windows.Forms.ni.dll]",210,0,0.50,0.00,
"Callee","FoodMazaPos.Inventory.label_Category_Click","[System.Windows.Forms.ni.dll]",210,209,0.50,0.50,
"Root","FoodMazaPos.Inventory.label_Category_MouseLeave","FoodMazaPos.Inventory.label_Category_MouseLeave",1,0,0.00,0.00,
"Caller","FoodMazaPos.Inventory.label_Category_MouseLeave","[System.Windows.Forms.ni.dll]",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.label_Category_MouseLeave","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.label_Dashboard_Click","FoodMazaPos.Inventory.label_Dashboard_Click",93,0,0.22,0.00,
"Caller","FoodMazaPos.Inventory.label_Dashboard_Click","[System.Windows.Forms.ni.dll]",93,0,0.22,0.00,
"Callee","FoodMazaPos.Inventory.label_Dashboard_Click","[System.Windows.Forms.ni.dll]",93,93,0.22,0.22,
"Root","FoodMazaPos.Inventory.label_Dashboard_MouseLeave","FoodMazaPos.Inventory.label_Dashboard_MouseLeave",1,0,0.00,0.00,
"Caller","FoodMazaPos.Inventory.label_Dashboard_MouseLeave","[System.Windows.Forms.ni.dll]",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.label_Dashboard_MouseLeave","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.label_Product_Click","FoodMazaPos.Inventory.label_Product_Click",222,0,0.53,0.00,
"Caller","FoodMazaPos.Inventory.label_Product_Click","[System.Windows.Forms.ni.dll]",222,0,0.53,0.00,
"Callee","FoodMazaPos.Inventory.label_Product_Click","[System.Windows.Forms.ni.dll]",222,221,0.53,0.53,
"Root","FoodMazaPos.Inventory.label_Product_MouseEnter","FoodMazaPos.Inventory.label_Product_MouseEnter",1,0,0.00,0.00,
"Caller","FoodMazaPos.Inventory.label_Product_MouseEnter","[System.Windows.Forms.ni.dll]",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.label_Product_MouseEnter","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.label_Report_Click","FoodMazaPos.Inventory.label_Report_Click",163,0,0.39,0.00,
"Caller","FoodMazaPos.Inventory.label_Report_Click","[System.Windows.Forms.ni.dll]",163,0,0.39,0.00,
"Callee","FoodMazaPos.Inventory.label_Report_Click","[System.Windows.Forms.ni.dll]",163,162,0.39,0.39,
"Root","FoodMazaPos.Inventory.label_Stock_Click","FoodMazaPos.Inventory.label_Stock_Click",277,0,0.66,0.00,
"Caller","FoodMazaPos.Inventory.label_Stock_Click","[System.Windows.Forms.ni.dll]",277,0,0.66,0.00,
"Callee","FoodMazaPos.Inventory.label_Stock_Click","[System.Windows.Forms.ni.dll]",277,274,0.66,0.66,
"Root","FoodMazaPos.Inventory.label_Stock_MouseLeave","FoodMazaPos.Inventory.label_Stock_MouseLeave",1,0,0.00,0.00,
"Caller","FoodMazaPos.Inventory.label_Stock_MouseLeave","[System.Windows.Forms.ni.dll]",1,0,0.00,0.00,
"Callee","FoodMazaPos.Inventory.label_Stock_MouseLeave","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.LoadChart2","FoodMazaPos.Inventory.LoadChart2",2,1,0.00,0.00,
"Caller","FoodMazaPos.Inventory.LoadChart2","FoodMazaPos.Inventory.Inventory_Load",2,1,0.00,0.00,
"Callee","FoodMazaPos.Inventory.LoadChart2","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","FoodMazaPos.Inventory.LoadChart3","FoodMazaPos.Inventory.LoadChart3",5,0,0.01,0.00,
"Caller","FoodMazaPos.Inventory.LoadChart3","FoodMazaPos.Inventory.Inventory_Load",5,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.LoadChart3","[System.Data.ni.dll]",5,5,0.01,0.01,
"Root","FoodMazaPos.Inventory.LoadChart4","FoodMazaPos.Inventory.LoadChart4",6,0,0.01,0.00,
"Caller","FoodMazaPos.Inventory.LoadChart4","FoodMazaPos.Inventory.Inventory_Load",6,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.LoadChart4","[System.Data.ni.dll]",6,6,0.01,0.01,
"Root","FoodMazaPos.Inventory.LoadChart5","FoodMazaPos.Inventory.LoadChart5",5,0,0.01,0.00,
"Caller","FoodMazaPos.Inventory.LoadChart5","FoodMazaPos.Inventory.Inventory_Load",5,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.LoadChart5","[System.Data.ni.dll]",5,5,0.01,0.01,
"Root","FoodMazaPos.Inventory.LoadGridView2","FoodMazaPos.Inventory.LoadGridView2",3,0,0.01,0.00,
"Caller","FoodMazaPos.Inventory.LoadGridView2","FoodMazaPos.Inventory.Inventory_Load",3,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.LoadGridView2","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Inventory.LoadGridView2","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.Inventory.LoadGridView3","FoodMazaPos.Inventory.LoadGridView3",8,0,0.02,0.00,
"Caller","FoodMazaPos.Inventory.LoadGridView3","FoodMazaPos.Inventory.Inventory_Load",8,0,0.02,0.00,
"Callee","FoodMazaPos.Inventory.LoadGridView3","[System.Data.ni.dll]",6,6,0.01,0.01,
"Callee","FoodMazaPos.Inventory.LoadGridView3","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.Inventory.LoadGridView4","FoodMazaPos.Inventory.LoadGridView4",6,0,0.01,0.00,
"Caller","FoodMazaPos.Inventory.LoadGridView4","FoodMazaPos.Inventory.Inventory_Load",6,0,0.01,0.00,
"Callee","FoodMazaPos.Inventory.LoadGridView4","[System.Data.ni.dll]",4,4,0.01,0.01,
"Callee","FoodMazaPos.Inventory.LoadGridView4","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.InvoiceDetails..ctor","FoodMazaPos.InvoiceDetails..ctor",17,0,0.04,0.00,
"Caller","FoodMazaPos.InvoiceDetails..ctor","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click",17,0,0.04,0.00,
"Callee","FoodMazaPos.InvoiceDetails..ctor","[clr.dll]",8,8,0.02,0.02,
"Callee","FoodMazaPos.InvoiceDetails..ctor","[mscorlib.ni.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.InvoiceDetails..ctor","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.InvoiceDetails..ctor","FoodMazaPos.InvoiceDetails.InitializeComponent",5,0,0.01,0.00,
"Root","FoodMazaPos.InvoiceDetails.calculate","FoodMazaPos.InvoiceDetails.calculate",12,0,0.03,0.00,
"Caller","FoodMazaPos.InvoiceDetails.calculate","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",12,0,0.03,0.00,
"Callee","FoodMazaPos.InvoiceDetails.calculate","[System.Windows.Forms.ni.dll]",12,12,0.03,0.03,
"Root","FoodMazaPos.InvoiceDetails.dgv_1","FoodMazaPos.InvoiceDetails.dgv_1",12,0,0.03,0.00,
"Caller","FoodMazaPos.InvoiceDetails.dgv_1","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",12,0,0.03,0.00,
"Callee","FoodMazaPos.InvoiceDetails.dgv_1","[System.Windows.Forms.ni.dll]",12,12,0.03,0.03,
"Root","FoodMazaPos.InvoiceDetails.Dispose","FoodMazaPos.InvoiceDetails.Dispose",8,0,0.02,0.00,
"Caller","FoodMazaPos.InvoiceDetails.Dispose","[System.Windows.Forms.ni.dll]",8,0,0.02,0.00,
"Callee","FoodMazaPos.InvoiceDetails.Dispose","[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,
"Root","FoodMazaPos.InvoiceDetails.InitializeComponent","FoodMazaPos.InvoiceDetails.InitializeComponent",5,0,0.01,0.00,
"Caller","FoodMazaPos.InvoiceDetails.InitializeComponent","FoodMazaPos.InvoiceDetails..ctor",5,0,0.01,0.00,
"Callee","FoodMazaPos.InvoiceDetails.InitializeComponent","[System.Windows.Forms.ni.dll]",5,5,0.01,0.01,
"Root","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",507,0,1.21,0.00,
"Caller","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","[System.Windows.Forms.ni.dll]",507,0,1.21,0.00,
"Callee","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","[clr.dll]",7,7,0.02,0.02,
"Callee","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","[System.Windows.Forms.ni.dll]",41,41,0.10,0.10,
"Callee","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","FoodMazaPos.InvoiceDetails.calculate",12,0,0.03,0.00,
"Callee","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","FoodMazaPos.InvoiceDetails.dgv_1",12,0,0.03,0.00,
"Callee","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load","FoodMazaPos.InvoiceDetails.LoadGridView",435,0,1.04,0.00,
"Root","FoodMazaPos.InvoiceDetails.LoadGridView","FoodMazaPos.InvoiceDetails.LoadGridView",435,0,1.04,0.00,
"Caller","FoodMazaPos.InvoiceDetails.LoadGridView","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",435,0,1.04,0.00,
"Callee","FoodMazaPos.InvoiceDetails.LoadGridView","[System.Data.ni.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.InvoiceDetails.LoadGridView","[System.Windows.Forms.ni.dll]",432,432,1.03,1.03,
"Root","FoodMazaPos.InvoiceDetails.SearchInvoice_Click","FoodMazaPos.InvoiceDetails.SearchInvoice_Click",123,0,0.29,0.00,
"Caller","FoodMazaPos.InvoiceDetails.SearchInvoice_Click","[System.Windows.Forms.ni.dll]",123,0,0.29,0.00,
"Callee","FoodMazaPos.InvoiceDetails.SearchInvoice_Click","[System.Data.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.InvoiceDetails.SearchInvoice_Click","[System.Windows.Forms.ni.dll]",121,121,0.29,0.29,
"Root","FoodMazaPos.Login..ctor","FoodMazaPos.Login..ctor",57,0,0.14,0.00,
"Caller","FoodMazaPos.Login..ctor","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click",57,0,0.14,0.00,
"Callee","FoodMazaPos.Login..ctor","[clr.dll]",5,5,0.01,0.01,
"Callee","FoodMazaPos.Login..ctor","[mscorlib.ni.dll]",49,49,0.12,0.12,
"Callee","FoodMazaPos.Login..ctor","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Login..ctor","FoodMazaPos.Login.InitializeComponent",2,0,0.00,0.00,
"Root","FoodMazaPos.Login.btnLogin_Click","FoodMazaPos.Login.btnLogin_Click",936,0,2.24,0.00,
"Caller","FoodMazaPos.Login.btnLogin_Click","[System.Windows.Forms.ni.dll]",936,0,2.24,0.00,
"Callee","FoodMazaPos.Login.btnLogin_Click","[System.Data.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Login.btnLogin_Click","[System.Windows.Forms.ni.dll]",844,194,2.02,0.46,
"Callee","FoodMazaPos.Login.btnLogin_Click","FoodMazaPos.Cashier..ctor",91,0,0.22,0.00,
"Root","FoodMazaPos.Login.InitializeComponent","FoodMazaPos.Login.InitializeComponent",2,0,0.00,0.00,
"Caller","FoodMazaPos.Login.InitializeComponent","FoodMazaPos.Login..ctor",2,0,0.00,0.00,
"Callee","FoodMazaPos.Login.InitializeComponent","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Root","FoodMazaPos.Program.Main","FoodMazaPos.Program.Main","35,334",0,84.52,0.00,
"Callee","FoodMazaPos.Program.Main","[System.Windows.Forms.ni.dll]","35,334","13,781",84.52,32.96,
"Root","FoodMazaPos.SalesSummary..ctor","FoodMazaPos.SalesSummary..ctor",37,0,0.09,0.00,
