Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"[windows.storage.dll]",1,0.00,0x75246DF6,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752470C3,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x7524711F,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752474A2,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75248CC9,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75248E02,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75248F18,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752597FE,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75259830,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75277559,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x7529C354,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752A904D,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752AC17C,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752B162E,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752B175A,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752C1857,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752CF63E,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x752D5880,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75305E5D,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x753347A5,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75339425,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x753BA191,0,0,0,0,
"[windows.storage.dll]",1,0.00,0x75546F06,0,0,0,0,
"[Windows.Storage.Search.dll]",1,0.00,0x5E7B3B90,0,0,0,0,
"[Windows.Storage.Search.dll]",1,0.00,0x5E7C450D,0,0,0,0,
"[Windows.Storage.Search.dll]",1,0.00,0x5E7C4544,0,0,0,0,
"[Windows.Storage.Search.dll]",1,0.00,0x5E7C8F20,0,0,0,0,
"[Windows.Storage.Search.dll]",1,0.00,0x5E7CC815,0,0,0,0,
"[WindowsCodecs.dll]",1,0.00,0x6F4B3140,0,0,0,0,
"[WindowsCodecs.dll]",1,0.00,0x6F4B4AC7,0,0,0,0,
"[wininet.dll]",1,0.00,0x74B2B84D,0,0,0,0,
"[winspool.drv]",1,0.00,0x70131DDD,0,0,0,0,
"[winspool.drv]",1,0.00,0x7013266D,0,0,0,0,
"[winspool.drv]",1,0.00,0x70133002,0,0,0,0,
"[winspool.drv]",1,0.00,0x701339BD,0,0,0,0,
"[wkscli.dll]",1,0.00,0x74143118,0,0,0,0,
"[WMVCORE.DLL]",1,0.00,0x5D88DE7E,0,0,0,0,
"[WMVCORE.DLL]",1,0.00,0x5D88DE80,0,0,0,0,
"[WMVCORE.DLL]",1,0.00,0x5E12DEA5,0,0,0,0,
"[wow64cpu.dll]",1,0.00,0x778A6000,0,0,0,0,
"[xmllite.dll]",1,0.00,0x716CA19D,0,0,0,0,
"[xmllite.dll]",1,0.00,0x716CF434,0,0,0,0,
"[xmllite.dll]",1,0.00,0x716CF538,0,0,0,0,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6BE7,92,13,92,166,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6CA6,95,13,95,65,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6CF3,101,13,101,41,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6E59,111,13,111,45,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6F07,113,13,113,75,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD6F21,114,13,114,49,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD70D3,125,13,125,70,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD718B,133,13,133,41,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD71E5,134,13,134,166,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD74AB,154,13,154,166,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD765F,165,13,165,69,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD787A,183,13,183,41,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD7925,185,13,185,69,
"FoodMazaPos.About.InitializeComponent",1,0.00,0x09FD7BA0,204,13,204,45,
"FoodMazaPos.Cashier..ctor",1,0.00,0x030A1112,204,13,204,35,
"FoodMazaPos.Cashier.btnRefresh_Click",1,0.00,0x0CD53E2B,"1,499",13,"1,499",28,
"FoodMazaPos.Cashier.button1_Click",1,0.00,0x08EC9C7C,"1,036",22,"1,036",47,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A2B93,148,13,148,79,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A2C82,156,13,156,73,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3108,195,13,195,75,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A31DC,202,13,202,75,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3384,216,13,216,85,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A33E5,221,13,226,52,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A358F,234,13,234,89,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A367E,242,13,242,79,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3752,249,13,249,79,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A39F6,268,13,272,49,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3B04,281,13,281,67,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3BD8,288,13,288,69,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3CAC,295,13,295,71,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A3E28,307,13,308,51,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A4108,333,13,333,71,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A7CB5,665,13,665,163,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A8553,721,13,729,27,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030A95B1,859,13,859,78,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030AA07F,928,13,928,48,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030AA241,942,13,942,52,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030AA26B,944,13,944,52,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030AA295,946,13,946,52,
"FoodMazaPos.Cashier.InitializeComponent",1,0.00,0x030AA2D2,949,13,949,52,
"FoodMazaPos.Cashier.inventoryFunctionality",1,0.00,0x0CCF777C,"4,552",45,"4,552",364,
"FoodMazaPos.Cashier.label3Click",1,0.00,0x0CD573B6,536,33,543,35,
"FoodMazaPos.Cashier.Loadcategory",1,0.00,0x030AEFC3,460,33,469,35,
"FoodMazaPos.Cashier.Loadcategory",1,0.00,0x030AF165,471,33,481,35,
"FoodMazaPos.Cashier.Loadcategory",1,0.00,0x030AF278,483,33,483,61,
"FoodMazaPos.Cashier.Loadproducts",1,0.00,0x030AE167,635,33,642,35,
"FoodMazaPos.Cashier.Loadproducts",1,0.00,0x030AE341,655,33,665,35,
"FoodMazaPos.Cashier.Loadproducts",1,0.00,0x030AE558,667,33,677,35,
"FoodMazaPos.Cashier.Loadproducts",1,0.00,0x030AE5F0,667,33,677,35,
"FoodMazaPos.Cashier.Timercheckingstock",1,0.00,0x0CD53C52,184,13,184,47,
"FoodMazaPos.ExportToExcel..ctor",1,0.00,0x09FD7D42,14,13,14,35,
"FoodMazaPos.ExportToExcel.dgv_1",1,0.00,0x09E69D74,206,13,206,102,
"FoodMazaPos.ExportToExcel.dgv_1",1,0.00,0x09E69E0D,216,13,216,93,
"FoodMazaPos.ExportToExcel.dgv_5",1,0.00,0x09E6A50A,305,13,305,88,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E607E7,73,13,73,65,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E6196E,202,13,202,74,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E62EAC,322,13,322,74,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E65C28,552,13,552,64,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E66F7A,658,13,658,135,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E696A2,922,13,922,50,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E697D5,937,13,937,41,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E698A7,947,13,947,43,
"FoodMazaPos.ExportToExcel.InitializeComponent",1,0.00,0x09E69A56,968,13,968,38,
"FoodMazaPos.ExportToExcel.LoadGridView2",1,0.00,0x09E6B044,84,13,84,34,
"FoodMazaPos.ExportToExcel.LoadGridView3",1,0.00,0x09E6B1E4,101,13,101,34,
"FoodMazaPos.ExportToExcel.LoadGridView4",1,0.00,0x09E6B424,121,13,121,34,
"FoodMazaPos.ExportToExcel.LoadGridView5",1,0.00,0x09E6B69C,142,13,142,34,
"FoodMazaPos.ExportToExcel.LoadGridView7",1,0.00,0x09E6BB84,184,13,184,34,
"FoodMazaPos.Inventory..ctor",1,0.00,0x08EC2017,20,13,20,46,
"FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",1,0.00,0x09E0A7F4,489,29,489,50,
"FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",1,0.00,0x09E0A99C,504,29,504,52,
"FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",1,0.00,0x09E0AC44,531,29,531,50,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF0C8F,98,13,98,65,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF14F5,141,13,141,65,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF22BD,260,13,260,58,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF25F3,276,13,276,72,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF3454,377,13,377,81,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF3D2F,416,13,416,78,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF3E2D,423,13,423,74,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF3E92,424,13,424,75,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF6B29,669,13,669,73,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF8112,786,13,786,91,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF8DB5,847,13,847,66,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DF99A5,909,13,909,79,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFA335,961,13,961,81,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFA469,966,13,966,80,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFB46D,"1,054",13,"1,054",76,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFBC97,"1,101",13,"1,101",76,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFC696,"1,155",13,"1,155",66,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFD91C,"1,269",13,"1,269",85,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFEDDF,"1,385",13,"1,385",65,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09DFF5ED,"1,432",13,"1,432",83,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E00A82,"1,546",13,"1,546",160,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E01FCC,"1,667",13,"1,667",81,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E03333,"1,770",13,"1,770",42,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E03458,"1,774",13,"1,774",68,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E0363D,"1,785",13,"1,785",162,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E0413C,"1,851",13,"1,851",149,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E04308,"1,857",13,"1,857",65,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E043AF,"1,864",13,"1,864",163,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E04C2D,"1,915",13,"1,915",65,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E05254,"1,946",13,"1,946",81,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E06D82,"2,104",13,"2,104",68,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07A1C,"2,213",13,"2,213",47,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07B6A,"2,229",13,"2,229",53,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07B93,"2,231",13,"2,231",56,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07C13,"2,237",13,"2,237",52,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07C3C,"2,239",13,"2,239",56,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07C7E,"2,242",13,"2,242",52,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07CC0,"2,245",13,"2,245",57,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07D67,"2,253",13,"2,253",53,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07D91,"2,255",13,"2,255",53,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07E8D,"2,267",13,"2,267",53,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07EB7,"2,269",13,"2,269",53,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E07FCC,"2,282",13,"2,282",57,
"FoodMazaPos.Inventory.InitializeComponent",1,0.00,0x09E080C8,"2,294",13,"2,294",57,
"FoodMazaPos.Inventory.InventoryHeaderInfo",1,0.00,0x09E08ED4,310,21,310,80,
"FoodMazaPos.Inventory.InventoryHeaderInfo",1,0.00,0x09E09176,332,17,332,38,
"FoodMazaPos.Inventory.InventoryHeaderInfo",1,0.00,0x09E0954A,358,17,358,38,
"FoodMazaPos.Inventory.InventoryHeaderInfo",1,0.00,0x09E09781,378,17,378,38,
"FoodMazaPos.Inventory.InventoryHeaderInfo",1,0.00,0x09E09A3B,400,17,400,38,
"FoodMazaPos.Inventory.label_Category_MouseLeave",1,0.00,0x09E0DD9C,93,13,93,52,
"FoodMazaPos.Inventory.label_Dashboard_MouseLeave",1,0.00,0x09E0D5FE,50,13,50,53,
"FoodMazaPos.Inventory.label_Product_MouseEnter",1,0.00,0x09E0DB1C,75,13,75,51,
"FoodMazaPos.Inventory.label_Stock_MouseLeave",1,0.00,0x09E0D49C,69,13,69,49,
"FoodMazaPos.Inventory.LoadChart2",1,0.00,0x09E0C178,745,13,745,68,
"FoodMazaPos.InvoiceDetails..ctor",1,0.00,0x0CD53F0A,19,13,19,35,
"FoodMazaPos.InvoiceDetails.dgv_1",1,0.00,0x0CD55F04,76,13,76,102,
"FoodMazaPos.InvoiceDetails.dgv_1",1,0.00,0x0CD55F9D,86,13,86,93,
"FoodMazaPos.InvoiceDetails.InitializeComponent",1,0.00,0x0CD555A4,157,13,157,69,
"FoodMazaPos.InvoiceDetails.SearchInvoice_Click",1,0.00,0x0CD56B27,132,21,132,83,
"FoodMazaPos.Login..ctor",1,0.00,0x0CD5D11E,23,9,23,23,
"FoodMazaPos.Login.InitializeComponent",1,0.00,0x0CD5D25C,34,13,34,60,
"FoodMazaPos.Login.InitializeComponent",1,0.00,0x0CD5E054,128,13,128,38,
"FoodMazaPos.SalesSummary.InitializeComponent",1,0.00,0x09FD0133,34,13,34,65,
"FoodMazaPos.SalesSummary.InitializeComponent",1,0.00,0x09FD0E00,115,13,115,63,
"FoodMazaPos.SalesSummary.InitializeComponent",1,0.00,0x09FD37BD,357,13,357,56,
"FoodMazaPos.SalesSummary.Loadproducts",1,0.00,0x09FD4EB5,208,33,208,51,
"FoodMazaPos.SalesSummary.Loadproducts",1,0.00,0x09FD55C7,243,37,248,39,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD3CB1,71,21,71,80,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD3CC2,71,21,71,80,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD3DA7,76,17,76,40,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD3DC8,83,13,83,85,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD4633,138,17,138,40,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD49CA,164,21,164,80,
"FoodMazaPos.SalesSummary.SalesEstimation",1,0.00,0x09FD4AD2,169,17,169,40,
"FoodMazaPos.Stocks.dgv_1",1,0.00,0x08EC5E9C,323,13,323,102,
"FoodMazaPos.Stocks.dgv_1",1,0.00,0x08EC5F12,330,13,330,88,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC25F3,38,13,38,64,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC317B,111,13,111,157,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC3EE2,185,13,185,68,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC3FAE,188,13,188,71,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC533E,283,13,283,130,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC5C55,340,13,340,56,
"FoodMazaPos.Stocks.InitializeComponent",1,0.00,0x08EC5C94,343,13,343,56,
"FoodMazaPos.Stocks.Stocks_Load",1,0.00,0x08EC5D73,27,13,27,21,
"FoodMazaPos.updatestocks.InitializeComponent",1,0.00,0x0CD5AF68,161,13,161,159,
"FoodMazaPos.updatestocks.InitializeComponent",1,0.00,0x0CD5B29F,179,13,179,157,
"FoodMazaPos.updatestocks.InitializeComponent",1,0.00,0x0CD5BDE1,244,13,244,155,
"FoodMazaPos.updatestocks.InitializeComponent",1,0.00,0x0CD5C6D4,295,13,295,56,
"FoodMazaPos.updatestocks.LoadGridView1",1,0.00,0x0CD5C9E1,45,13,45,55,
